Title,Link,Type,Number,Month,Day,Year,Date,Description
DECRETO 095 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 095 DEL 21 DE ENERO DE 2016.pdf,DECRETO,95,1,21,2016,2016-01-21,"Por el cual se reglamenta el artículo 99 de la Ley 1769 de 2015 y se adiciona el decreto 1073 de 2015, único reglamentario del sector administrativo de minas y energía, en relación con recursos del Fondo de Energía Social, FOES "
DECRETO 096 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 096 DEL 21 DE ENERO DE 2016.pdf,DECRETO,96,1,21,2016,2016-01-21,Por el cual se reglamenta la reelección por evaluación de los Gerentes de las Empresas Sociales del Estado del orden territorial 
DECRETO 098 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 098 DEL 21 DE ENERO DE 2016.pdf,DECRETO,98,1,21,2016,2016-01-21,Por el cual se adiciona el Decreto 2555 de 2010 en lo relacionado con los cupos individuales de crédito de las operaciones de redescuento de Finagro con las cooperativas de ahorro y crédito y las cooperativas multiactivas e integrales con sección de ahorro y crédito sometidas a la vigilancia y control de la Superintendencia de la Economía Solidaria 
DECRETO 099 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 099 DEL 21 DE ENERO DE 2016.pdf,DECRETO,99,1,21,2016,2016-01-21,Por el cual se hace un nombramiento ordinario 
DECRETO 100 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 100 DEL 21 DE ENERO DE 2016.pdf,DECRETO,100,1,21,2016,2016-01-21,Por el cual se efectúa un nombramiento ordinario en el Ministerio de Hacienda y Crédito Público 
DECRETO 101 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 101 DEL 21 DE ENERO DE 2016.pdf,DECRETO,101,1,21,2016,2016-01-21,Por el cual se modifica parcialmente el artículo 10 del Decreto No. 405 de 2006 
DECRETO 102 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 102 DEL 21 DE ENERO DE 2016.pdf,DECRETO,102,1,21,2016,2016-01-21,Por el cual se regula la Prima de Comandos para un personal de Soldados e Infantes de Marina Profesionales de las Fuerzas Militares.
DECRETO 091 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 091 DEL 21 DE ENERO DE 2016.pdf,DECRETO,91,1,21,2016,2016-01-21,Por el cual se hace un nombramiento ordinario
DECRETO 097 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 097 DEL 21 DE ENERO DE 2016.pdf,DECRETO,97,1,21,2016,2016-01-21,Por el cual se reglamentan las Zonas Estratégicas para el Transporte (ZET) y se adiciona el Título 8 a la Parte 2 del Libro 2 del Decreto 1079 de 2015.
DECRETO 108 DEL 22 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 108 DEL 22 DE ENERO DE 2016.pdf,DECRETO,108,1,22,2016,2016-01-22,Por el cual se cual se da cumplimiento a una sentencia y se efectúa un reintegro laboral.
DECRETO 109 DEL 22 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 109 DEL 22 DE ENERO DE 2016.pdf,DECRETO,109,1,22,2016,2016-01-22,"Por el cual se modifican los artículos 2.2.2.1.16 al 2.2.2.1.23 y se adicionan los artículos 2.2.2.1.24 al 2.2.2.1.32 del capítulo 1 del título 2 de la parte 2 del libro 2 del Decreto 1072 de 2015, Decreto Único Reglamentario del Sector Trabajo, y se reglamentan los artículos 482, 483 Y 484 del Código Sustantivo de Trabajo."
DECRETO 115 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 115 DEL 25 DE ENERO DE 2016.pdf,DECRETO,115,1,25,2016,2016-01-25,"Por el cual se da cumplimiento a una sanción disciplinaria impuesta al señor Germán Medina Triviño, en su condición de Gobernador del departamento del Caquetá."
DECRETO 116 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 116 DEL 25 DE ENERO DE 2016.pdf,DECRETO,116,1,25,2016,2016-01-25,"Por el cual se da cumplimiento a una sanción disciplinaria impuesta a la señora Astrid del Socorro Hernández Iguarán, en su condición de Gobernadora (E) del departamento de La Guajira."
DECRETO 117 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 117 DEL 25 DE ENERO DE 2016.pdf,DECRETO,117,1,25,2016,2016-01-25,Por el cual se efectúa un nombramiento ordinario en la Superintendencia de la Economía Solidaria
DECRETO 118 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 118 DEL 25 DE ENERO DE 2016.pdf,DECRETO,118,1,25,2016,2016-01-25,"Por el cual se reglamenta la Ley 1700 de 2013 sobre las actividades de comercialización en red o mercadeo multinivel en Colombia y se adiciona un capítulo al título 2 de la parte 2 del libro 2 del Decreto Único Reglamentario del Sector Comercio, Industria y Turismo, número 1074 de 2015, Y se dictan otras disposiciones."
DECRETO 128 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 128 DEL 26 DE ENERO DE 2016.pdf,DECRETO,128,1,26,2016,2016-01-26,"Por el cual, se adiciona al título 2 de la parte 2 del libro 2 del Decreto 1072 de 2015, Decreto Unico Reglamentario del sector Trabajo, un capítulo 9 que reglamenta el procedimiento para la convocatoria e integración de tribunales de arbitramento en el Ministerio del Trabajo."
DECRETO 120 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 120 DEL 26 DE ENERO DE 2016.pdf,DECRETO,120,1,26,2016,2016-01-26,"Por el cual se adiciona y modifica el Decreto Único del Sector Administrativo Agropecuario, Pesquero y de Desarrollo Rural, reglamentando el parágrafo tercero del artículo 106 de la Ley 1753 de 2015."
DECRETO 121 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 121 DEL 26 DE ENERO DE 2016.pdf,DECRETO,121,1,26,2016,2016-01-26,"Por el cual se designa a la Embajadora de Colombia ante el Gobierno de la República de Kenia y Representante de Colombia ante los Organismos de las Naciones Unidas con sede en Nairobi, como Embajadora No Residente ante el Gobierno de la República de Burundi. "
DECRETO 122 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 122 DEL 26 DE ENERO DE 2016.pdf,DECRETO,122,1,26,2016,2016-01-26,Por el cual se realiza un nombramiento provisional en la planta de personal del Ministerio de Relaciones Exteriores 
DECRETO 123 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 123 DEL 26 DE ENERO DE 2016.pdf,DECRETO,123,1,26,2016,2016-01-26,Por el cual se hace un nombramiento provisional en la planta de personal del Ministerio de Relaciones Exteriores
DECRETO 124 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 124 DEL 26 DE ENERO DE 2016.pdf,DECRETO,124,1,26,2016,2016-01-26,Por el cual se realiza un nombramiento provisional en la planta de personal del Ministerio de Relaciones Exteriores
DECRETO 125 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 125 DEL 26 DE ENERO DE 2016.pdf,DECRETO,125,1,26,2016,2016-01-26,Por el cual se hace un nombramiento provisional en la planta de personal del Ministerio de Relaciones Exteriores.
DECRETO 126 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 126 DEL 26 DE ENERO DE 2016.pdf,DECRETO,126,1,26,2016,2016-01-26,Por el cual se acepta una renuncia en el Servicio Exterior 
DECRETO 127 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 127 DEL 26 DE ENERO DE 2016.pdf,DECRETO,127,1,26,2016,2016-01-26,NA
DECRETO 167 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 167 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,167,2,1,2016,2016-02-01,Por el cual se hace una designación
DECRETO 173 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 173 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,173,2,1,2016,2016-02-01,Por el cual se modifica parcialmente el Arancel de Aduanas
DECRETO 171 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 171 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,171,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Acuerdo entre la República de Colombia y la República Checa para Evitar la Doble Imposición y para Prevenir la Evasión Fiscal en Relación al Impuesto sobre la Renta"", suscrito en Bogotá D.C. el 22 de marzo de 2012."
DECRETO 166 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 166 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,166,2,1,2016,2016-02-01,"Por el cual se corrige un yerro en el artículo 69 la Ley 1474 de 2011, ""Por la cual se dictan normas orientadas a fortalecer los mecanismos de prevención, investigación y sanción de actos de corrupción y la efectividad del control de la gestión pública""."
DECRETO 168 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 168 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,168,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Convenio Modificatorio del Acuerdo de Cooperación en Materia de Asistencia Jurídica entre el Gobierno de la República de Colombia y el Gobierno de los Estados Unidos Mexicanos, suscrito en la Ciudad de México el siete de diciembre de mil novecientos noventa y ocho"", suscrito en Ciudad de México el 10 de agosto de 2011."
DECRETO 162 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 162 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,162,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Estatuto de la Agencia lnternacional de Energías Renovables (fRENA)"", hecho en Bonn el 26 de enero de 2009."
DECRETO 165 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 165 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,165,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Convenio entre la República Portuguesa y la República de Colombia para Evitar la Doble Imposición y para Prevenir la Evasión Fiscal en Relación con el Impuesto sobre la Renta"" y su ""Protocolo"", suscritos en Bogotá, D.C. el 30 de agosto de 2010 Y el canje de notas entre la República Portuguesa y la República de Colombia por medio del cual se corrigen imprecisiones en la traducción en las versiones en español, inglés y portugués del ""Convenio entre la República Portuguesa y la República de Colombia para Evitar la Doble Imposición y para Prevenir la Evasión Fiscal en Relación con el Impuesto sobre la Renta"""
DECRETO 161 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 161 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,161,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Acuerdo Cultural entre el Gobierno de la República de Colombia y el Gobierno de la República de Turquía"", suscrito en Caracas el 9 de septiembre de 1991 y el ""Canje de Notas que lo modifica"" del 23 de febrero de 2000 y 30 de marzo de 2000."
DECRETO 158 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 158 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,158,2,1,2016,2016-02-01,"Por medio del cual se promulga la ""C'onvención para Reducir los Casos de Apatridia"", adoptada en Nueva York el 30 de agosto de 1961."
DECRETO 155 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 155 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,155,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Convenio Sobre la Responsabilidad Internacional por Daños Causados por Objetos Espaciales"", hecho en Washington, Londres y Moscú el 29 de marzo de 1972."
DECRETO 156 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 156 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,156,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Acuerdo de Servicios Aéreos entre el Gobierno de la República de Colombia y el Gobierno de la República de Turquía"", suscrito en Ankara, el 18 de noviembre de 2011"
DECRETO 138 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 138 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,138,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Convenio Sobre el Trabajo Decente para las Trabajadoras y los Trabajadores Domésticos, 2011 (No. 189)"", adoptado en Ginebra, Confederación Suiza, en la 1 Ooa Reunión de la Conferencia Internacional del Trabajo el 16 de junio de 2011."
DECRETO 139 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 139 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,139,2,1,2016,2016-02-01,"Por medio del cual se promulga el ""Acuerdo Marco de la Alianza del Pacifico"", suscrito en Paranal, Antofagasta, República de Chile, el 6 de junio de 2012."
DECRETO 159 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 159 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,159,2,1,2016,2016-02-01,Por el cual se hace un traslado a la planta externa del Ministerio de Relaciones Exteriores
DECRETO 182 DEL 05 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 182 DEL 05 DE FEBRERO DE 2016.pdf,DECRETO,182,2,5,2016,2016-02-05,Por medio del cual se hace una designación en el Servicio Exterior
DECRETO 212 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 212 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,212,2,10,2016,2016-02-10,Por el cual se hace un traslado a la planta externa del Ministerio de Relaciones Exteriores
DECRETO 210 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 210 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,210,2,10,2016,2016-02-10,Por el cual se hace un nombramiento provisional en la planta de personal del Ministerio de Relaciones Exteriores
DECRETO 207 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 207 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,207,2,10,2016,2016-02-10,Por el cual se hace un traslado a la planta externa del Ministerio de Relaciones Exteriores
DECRETO 204 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 204 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,204,2,10,2016,2016-02-10,Por el cual se hace un traslado a la planta interna del Ministerio de Relaciones Exteriores
DECRETO 201 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 201 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,201,2,10,2016,2016-02-10,Por el cual se hace un traslado a la planta interna del Ministerio de Relaciones Exteriores
DECRETO 202 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 202 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,202,2,10,2016,2016-02-10,Por el cualse hace un traslado a la planta externa del Ministerio de Relaciones Exteriores
DECRETO 200 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 200 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,200,2,10,2016,2016-02-10,Por el cual se hace un nombramiento provisional en la planta de personal del Ministerio de Relaciones Exteriores
DECRETO 187 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 187 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,187,2,10,2016,2016-02-10,"Por el cual se hace un nombramiento en virtud del artículo 178 numeral 3° del Decreto Ley 960 de 1970, en el Círculo Notarial de Facatativá y se designa un notario en interinidad en el de Anapoima -Cundinamarca"
DECRETO 211 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 211 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,211,2,10,2016,2016-02-10,Por medio del cual se adopta el Plan Nacional de Gestión de Riesgo de Desastres
DECRETO 203 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 203 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,203,2,10,2016,2016-02-10,"Por el cual se hace un nombramiento en virtud del artículo 178 numeral 3° del Decreto Ley 960 de 1970, en el Círculo Notarial de Manizales y se designa un notario en interinidad en el de Chinchiná -Caldas"
DECRETO 213 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 213 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,213,2,10,2016,2016-02-10,"Por el cual se hace un nombramiento en virtud del artículo 178 numeral 3° del Decreto Ley 960 de 1970, en el Círculo Notarial de Bucaramanga y se designa un notario en interinidad en el de Velez -Santander"
RESOLUCION 047 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/RESOLUCION 047 DEL 10 DE FEBRERO DE 2016.pdf,RESOLUCION,47,2,10,2016,2016-02-10,"Por el cual se modifica el literal v) del artículo 2.2.6.13.2.9.1., de la Subsección 9 de la Sección 2 del Capítulo, 13 del Título 6 de la Parte 2 del Libro 2 del Decreto 1069 de 2015, Decreto Unico Reglamentario del Sector Justicia y del Derecho"
DECRETO 240 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 240 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,240,2,12,2016,2016-02-12,Por el cual se nombra un miembro principal y dos suplentes en la Junta Directiva de la Cámara de Comercio del Amazonas
DECRETO 242 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 242 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,242,2,12,2016,2016-02-12,Por el cual se acepta una renuncia y se hace un nombramiento
DECRETO 239 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 239 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,239,2,12,2016,2016-02-12,Por el cual se nombra un miembro principal y tres suplentes en la Junta Directiva de la Cámara de Comercio de Ibagué
DECRETO 237 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 237 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,237,2,12,2016,2016-02-12,Por el cual se nombra un miembro principal y un suplente en la Junta Directiva de la Cámara de Comercio de Duitama
